#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
4840,-58603.15147549927,308.0989504707576,1.0504728113293793
4850,-58391.27647549927,299.7125862767302,1.0504728113293793
4860,-58536.65147549927,306.5145696748505,1.0504728113293793
4870,-58581.02647549927,308.1179255226472,1.0504728113293793
4880,-58477.02647549927,305.2465778294453,1.0504728113293793
4890,-58484.15147549927,304.57894654618207,1.0504728113293793
4900,-58440.58897549927,302.48317936309024,1.0504728113293793
4910,-58397.77647549927,301.278842267685,1.0504728113293793
4920,-58489.40147549927,304.101427009475,1.0504728113293793
4930,-58621.08897549927,308.2896949839097,1.0504728113293793
4940,-58571.52647549927,305.3257883947258,1.0504728113293793
4950,-58835.35893086204,316.250829446514,1.0524626821550944
4960,-58641.54643086204,306.0991406534322,1.0524626821550944
4970,-58867.98393086204,315.52084365798765,1.0524626821550944
4980,-58721.60893086204,309.76118045449505,1.0524626821550944
4990,-58699.85893086204,306.4500180905428,1.0524626821550944
5000,-58626.431755036814,303.088621784811,1.047373429564078
